상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번주소,도로명코드,도로명,건물관리번호,도로명주소,우편번호,층정보
MA0101202406A0545834,폴인라떼,청주지점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43113,청주시 흥덕구,43113751,봉명1동,4311311500,봉명동,4.311311500109e+18,1,대지,충청북도 청주시 흥덕구 봉명동 900,431133236001,충청북도 청주시 흥덕구 1순환로,4.311311500109e+24,충청북도 청주시 흥덕구 1순환로 595,28561.0,1.0
MA0101202406A0063611,크린토피아청주봉명,2호점,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,43,충청북도,43113,청주시 흥덕구,43113756,봉명2.송정동,4311311500,봉명동,4311311500116100096,1,대지,충청북도 청주시 흥덕구 봉명동 1610-1,431133236058,충청북도 청주시 흥덕구 직지대로,4.3113115001161e+24,충청북도 청주시 흥덕구 직지대로 567,28453.0,1.0
MA0101202406A0363203,본죽&비빔밥청주,분평점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210600,분평동,4311210600112339968,1,대지,충청북도 청주시 서원구 분평동 1234,431123236067,충청북도 청주시 서원구 청남로,4.31131080011234e+24,충청북도 청주시 서원구 청남로 1992,28797.0,1.0
MA0101202406A0327152,치히로,충북대점,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4311210200101560320,1,대지,충청북도 청주시 서원구 사창동 156-1,431123236025,충청북도 청주시 서원구 사직대로,4.31131020010156e+24,충청북도 청주시 서원구 사직대로 110,28642.0,1.0
MA010120220814171066,반올림피자샵,호암점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4313010700105420288,1,대지,충청북도 충주시 호암동 542-1,431302238007,충청북도 충주시 호암대로,4.31301070010542e+24,충청북도 충주시 호암대로 17,27415.0,1.0
MA010120220803314538,피자마루,하복대점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400129550336,1,대지,충청북도 청주시 흥덕구 복대동 2955,431133237081,충청북도 청주시 흥덕구 진재로,4.31131140012955e+24,충청북도 청주시 흥덕구 진재로 46,28420.0,1.0
MA0101202406A0278746,아모레옥천,사랑점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,43,충청북도,43730,옥천군,43730250,옥천읍,4373025038,옥천읍,4373025038101610496,1,대지,충청북도 옥천군 옥천읍 삼양리 161-87,437303242016,충청북도 옥천군 옥천읍 삼양로,4.37302503810161e+24,충청북도 옥천군 옥천읍 삼양로 91,29032.0,3.0
MA0101202406A0542812,세븐괴산주공점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43760,괴산군,43760250,괴산읍,4376025021,괴산읍,4376025021107950080,1,대지,충청북도 괴산군 괴산읍 동부리 795,437604538151,충청북도 괴산군 괴산읍 남산1길,4.37602502110795e+24,충청북도 괴산군 괴산읍 남산1길 25,28038.0,1.0
MA0101202406A0504347,청주덮담,봉명점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113756,봉명2.송정동,4311311500,봉명동,4311311500118579712,1,대지,충청북도 청주시 흥덕구 봉명동 1858,431133237029,충청북도 청주시 흥덕구 백봉로,4.31131150011858e+24,충청북도 청주시 흥덕구 백봉로 168,28448.0,1.0
MA0101202406A0186444,유림,골프연습장,R1,예술·스포츠,R103,스포츠 서비스,R10311,골프 연습장,R91136,골프 연습장 운영업,43,충청북도,43111,청주시 상당구,43111680,금천동,4311112000,금천동,4311112000102880256,1,대지,충청북도 청주시 상당구 금천동 288,431114508296,충청북도 청주시 상당구 산성로92번길,4.31111200010288e+24,충청북도 청주시 상당구 산성로92번길 41,28744.0,6.0
MA0101202406A0310323,워시팡팡셀프빨래방,복대점,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400126789632,1,대지,충청북도 청주시 흥덕구 복대동 2679,431134511874,충청북도 청주시 흥덕구 진재로31번길,4.31131140012679e+24,충청북도 청주시 흥덕구 진재로31번길 18,28417.0,1.0
MA0101202406A0296404,리얼플렉스피자,용암점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4311112400112570368,1,대지,충청북도 청주시 상당구 용암동 1257,431113236043,충청북도 청주시 상당구 용암로,4.31111240011257e+24,충청북도 청주시 상당구 용암로 84-1,28770.0,1.0
MA0101202406A0133819,금커피별빙수,제천점,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56221,커피 전문점,43,충청북도,43150,제천시,43150590,청전동,4315011300,청전동,4315011300106380288,1,대지,충청북도 제천시 청전동 638,431502239003,충청북도 제천시 청전대로,4.31501130010627e+24,충청북도 제천시 청전대로 171,27147.0,1.0
MA0101202406A0412703,보니따필라테스청주,분평점,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,R91139,그 외 기타 스포츠시설 운영업,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210600,분평동,4311210600113799680,1,대지,충청북도 청주시 서원구 분평동 1380,431124512136,충청북도 청주시 서원구 1순환로1107번길,4.3113108001138e+24,충청북도 청주시 서원구 1순환로1107번길 33,28799.0,2.0
MA0101202311A0096725,파파존스오송,조치원점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43113,청주시 흥덕구,43113250,오송읍,4311325031,오송읍,4311325031111320576,1,대지,충청북도 청주시 흥덕구 오송읍 봉산리 1132,431133351775,충청북도 청주시 흥덕구 오송읍 오송생명12로,4.31132503111132e+24,충청북도 청주시 흥덕구 오송읍 오송생명12로 31,28222.0,1.0
MA0101202406A0204121,마블스퀘어,율량점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,43,충청북도,43114,청주시 청원구,43114550,오근장동,4311410500,주성동,4311410500103480320,1,대지,충청북도 청주시 청원구 주성동 348,431143236054,충청북도 청주시 청원구 주성로,4.31111310010348e+24,충청북도 청주시 청원구 주성로 269,28318.0,1.0
MA0101202406A0098588,돼지가좋은날,본점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,43,충청북도,43111,청주시 상당구,43111680,금천동,4311112000,금천동,4311112000102190080,1,대지,충청북도 청주시 상당구 금천동 219,431113236055,충청북도 청주시 상당구 중고개로,4.31111200010219e+24,충청북도 청주시 상당구 중고개로 307,28728.0,2.0
MA0101202406A0555676,밀레니엄,진천지점,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,43,충청북도,43750,진천군,43750253,덕산읍,4375025329,덕산읍,4375025329109690368,1,대지,충청북도 진천군 덕산읍 신척리 969,437503350518,충청북도 진천군 덕산읍 신척산단3로,4.37503102910969e+24,충청북도 진천군 덕산읍 신척산단3로 85,27850.0,1.0
MA0101202406A0450953,메가엠지씨커피청주,옥산점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43113,청주시 흥덕구,43113320,옥산면,4311332021,옥산면,4311332021105379840,1,대지,충청북도 청주시 흥덕구 옥산면 오산리 538-5,431133237111,충청북도 청주시 흥덕구 옥산면 청주역로,4.37104102100538e+24,충청북도 청주시 흥덕구 옥산면 청주역로 639,28113.0,1.0
MA0101202406A0407349,전국대패,율량점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4311410300111229952,1,대지,충청북도 청주시 청원구 율량동 1123,431143236054,충청북도 청주시 청원구 주성로,4.31141030011123e+24,충청북도 청주시 청원구 주성로 89,28336.0,1.0
MA0101202406A0211467,해피니언제천문화의,거리점,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,43,충청북도,43150,제천시,43150528,중앙동,4315010600,중앙로1가,4315010600101240320,1,대지,충청북도 제천시 중앙로1가 124,431504517754,충청북도 제천시 의림대로14길,4.31501060010221e+24,충청북도 제천시 의림대로14길 4,27173.0,2.0
MA0101202311A0015096,진짜대패집청주율량,사천점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4311410400104389632,1,대지,충청북도 청주시 청원구 사천동 439-4,431144508350,충청북도 청주시 청원구 새터로176번길,4.31111160010439e+24,충청북도 청주시 청원구 새터로176번길 10,28341.0,1.0
MA0101202406A0228121,요거트퍼플,충북대점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43113,청주시 흥덕구,43113742,복대2동,4311311400,복대동,4311311400108850176,1,대지,충청북도 청주시 흥덕구 복대동 885-5,431133237019,충청북도 청주시 흥덕구 내수동로,4.31131140010885e+24,충청북도 청주시 흥덕구 내수동로 57,28641.0,1.0
MA0101202406A0168343,지에스25상당,대성점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43111,청주시 상당구,43111620,탑대성동,4311111800,대성동,4311111800101390336,1,대지,충청북도 청주시 상당구 대성동 139-2,431113236013,충청북도 청주시 상당구 당산로,4.31111180010139e+24,충청북도 청주시 상당구 당산로 15-1,28518.0,1.0
MA0101202406A0338882,해오름꼬마김밥,동남점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4311112400131470336,1,대지,충청북도 청주시 상당구 용암동 3147,431114857348,충청북도 청주시 상당구 중고개로142번길,4.31111240012942e+24,충청북도 청주시 상당구 중고개로142번길 17,28807.0,1.0
MA0101202406A0052486,에이바헤어,금천점,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,43,충청북도,43111,청주시 상당구,43111680,금천동,4311112000,금천동,4311112000102269952,1,대지,충청북도 청주시 상당구 금천동 227-4,431113236035,충청북도 청주시 상당구 수영로,4.31111200010227e+24,충청북도 청주시 상당구 수영로 276,28728.0,2.0
MA0101202311A0052049,펀비어킹호암,신도시점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4313010700110830080,1,대지,충청북도 충주시 호암동 1083,431304856109,충청북도 충주시 호암토성5길,4.31301070011083e+24,충청북도 충주시 호암토성5길 12,27480.0,1.0
MA0101202406A0123429,달시아이스크림세계과자,율량점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,빵류; 과자류 및 당류 소매업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4311410300111719424,1,대지,충청북도 청주시 청원구 율량동 1172,431144508607,충청북도 청주시 청원구 주성로96번길,4.31111150011172e+24,충청북도 청주시 청원구 주성로96번길 32,28340.0,1.0
MA0101202406A0176551,짬뽕각,율량점,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4311410300109989888,1,대지,충청북도 청주시 청원구 율량동 999,431143236052,충청북도 청주시 청원구 율천북로,4.31141030010999e+24,충청북도 청주시 청원구 율천북로 167,28332.0,1.0
MA0101202406A0504499,컴포즈커피충주,교통대점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43130,충주시,43130335,대소원면,4313033529,대소원면,4313033529100789760,1,대지,충청북도 충주시 대소원면 검단리 79-4,431303238012,충청북도 충주시 대소원면 대학로,4.31303302910079e+24,충청북도 충주시 대소원면 대학로 27,27470.0,1.0
MA0101202406A0381096,하드마켓,오창점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,빵류; 과자류 및 당류 소매업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425331,오창읍,4311425331101599744,1,대지,충청북도 청주시 청원구 오창읍 창리 160,431143257080,충청북도 청주시 청원구 오창읍 2산단4로,4.3114253311016e+24,충청북도 청주시 청원구 오창읍 2산단4로 55,28109.0,1.0
MA0101202406A0423336,이마트24R충북대,중문점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4311210200104440320,1,대지,충청북도 청주시 서원구 사창동 444,431124512173,충청북도 청주시 서원구 1순환로674번길,4.31131020010444e+24,충청북도 청주시 서원구 1순환로674번길 38,28643.0,1.0
MA0101202406A0107850,게이트;1호암,본점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4313010700109740032,1,대지,충청북도 충주시 호암동 974,431304856098,충청북도 충주시 호암수청9길,4.31301070010974e+24,충청북도 충주시 호암수청9길 11,27502.0,1.0
MA0101202406A0439405,김종구식맛치킨전기바베큐옛날통닭청주,분평점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210600,분평동,4311210600113789952,1,대지,충청북도 청주시 서원구 분평동 1379,431124512136,충청북도 청주시 서원구 1순환로1107번길,4.31131080011379e+24,충청북도 청주시 서원구 1순환로1107번길 39,28799.0,1.0
MA0101202311A0031217,원더플레이스청주,성안점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,43,충청북도,43111,청주시 상당구,43111545,성안동,4311110900,서문동,4311110900100140032,1,대지,충청북도 청주시 상당구 서문동 14-1,431114508271,충청북도 청주시 상당구 사직대로362번길,4.31111090010014e+24,충청북도 청주시 상당구 사직대로362번길 20,28525.0,1.0
MA0101202406A0099983,생마차,율량점,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4311410300120300032,1,대지,충청북도 청주시 청원구 율량동 2030,431144844107,충청북도 청주시 청원구 율량로202번길,4.3114103001203e+24,충청북도 청주시 청원구 율량로202번길 50,28320.0,1.0
MA0101202406A0234039,던킨도너츠청주,터미널점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4311311300114490368,1,대지,충청북도 청주시 흥덕구 가경동 1449-3,431133237093,충청북도 청주시 흥덕구 풍산로,4.31131130011449e+24,충청북도 청주시 흥덕구 풍산로 18,28397.0,1.0
MA0101202311A0062089,버블맨24음성,읍내점,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,43,충청북도,43770,음성군,43770250,음성읍,4377025021,음성읍,4377025021103500288,1,대지,충청북도 음성군 음성읍 읍내리 350-3,437704541470,충청북도 음성군 음성읍 음성천동길,4.3770250211035e+24,충청북도 음성군 음성읍 음성천동길 88-6,27702.0,1.0
MA0101202406A0493004,씨유진천신척,산단점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43750,진천군,43750253,덕산읍,4375025329,덕산읍,4375025329109580288,1,대지,충청북도 진천군 덕산읍 신척리 958,437503350518,충청북도 진천군 덕산읍 신척산단3로,4.37503102910958e+24,충청북도 진천군 덕산읍 신척산단3로 85-41,27850.0,1.0
MA0101202311A0052622,한우연탄생갈비청주복대점,해운대,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400127429632,1,대지,충청북도 청주시 흥덕구 복대동 2743,431134511867,충청북도 청주시 흥덕구 진재로15번길,4.31131140012743e+24,충청북도 청주시 흥덕구 진재로15번길 4,28417.0,1.0
MA0101202311A0066108,케이원,가경점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4311311300116970496,1,대지,충청북도 청주시 흥덕구 가경동 1697,431133237002,충청북도 청주시 흥덕구 가경로,4.31131130011697e+24,충청북도 청주시 흥덕구 가경로 9-19,28413.0,1.0
MA0101202406A0420398,동백상회,3호점,G2,소매,G222,중고 상품 소매,G22201,중고 상품 소매업,G47869,기타 중고 상품 소매업,43,충청북도,43130,충주시,43130550,용산동,4313010600,용산동,4313010600116320256,1,대지,충청북도 충주시 용산동 1632,431303238008,충청북도 충주시 남산로,4.31301060011632e+24,충청북도 충주시 남산로 73,27398.0,1.0
MA0101202311A0084190,메가엠지씨커피용암중흥,마을점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4311112400125969920,1,대지,충청북도 청주시 상당구 용암동 2597,431114508510,충청북도 청주시 상당구 용암북로138번길,4.31111240012597e+24,충청북도 청주시 상당구 용암북로138번길 35,28763.0,1.0
MA0101202406A0114128,세븐일레븐음성금왕호산,사거리점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43770,음성군,43770253,금왕읍,4377025334,금왕읍,4377025334102640128,1,대지,충청북도 음성군 금왕읍 호산리 264-4,437703000127,충청북도 음성군 금왕읍 일생로,4.37702533410264e+24,충청북도 음성군 금왕읍 일생로 113,27640.0,1.0
MA0101202406A0446166,헬로파크,오창점,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345108199424,1,대지,충청북도 청주시 청원구 오창읍 양청리 820,431143240075,충청북도 청주시 청원구 오창읍 중심상업1로,4.3710253451082e+24,충청북도 청주시 청원구 오창읍 중심상업1로 8-11,28120.0,2.0
MA0101202311A0032763,감성커피청주,오창점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345108190208,1,대지,충청북도 청주시 청원구 오창읍 양청리 819-2,431143240077,충청북도 청주시 청원구 오창읍 중심상업로,4.37102534500819e+24,충청북도 청주시 청원구 오창읍 중심상업로 23,28120.0,1.0
MA0101202311A0053170,나이스미트,2호점,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,43,충청북도,43113,청주시 흥덕구,43113751,봉명1동,4311311500,봉명동,4311311500102230016,1,대지,충청북도 청주시 흥덕구 봉명동 223-3,431134511404,충청북도 청주시 흥덕구 봉명로126번길,4.31131150010223e+24,충청북도 청주시 흥덕구 봉명로126번길 14,28573.0,1.0
MA0101202406A0226665,오적회관청주,오창점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345107909632,1,대지,충청북도 청주시 청원구 오창읍 양청리 791-2,431143240077,충청북도 청주시 청원구 오창읍 중심상업로,4.31142534510791e+24,충청북도 청주시 청원구 오창읍 중심상업로 61,28120.0,1.0
MA0101202310A0072643,수백당청주,복대점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400130670080,1,대지,충청북도 청주시 흥덕구 복대동 3067,431133237021,충청북도 청주시 흥덕구 대신로,4.31131140013067e+24,충청북도 청주시 흥덕구 대신로 18,28423.0,1.0
MA0101202406A0322910,가야밀면,해운대,I2,음식,I201,한식,I20106,냉면/밀면,I56111,한식 일반 음식점업,43,충청북도,43112,청주시 서원구,43112580,수곡2동,4311210700,수곡동,4311210700106399744,1,대지,충청북도 청주시 서원구 수곡동 640,431124511632,충청북도 청주시 서원구 수곡로99번길,4.3113109001064e+24,충청북도 청주시 서원구 수곡로99번길 32-6,28685.0,1.0
MA0101202406A0451491,영칼로리포케오창,호수공원점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345108199424,1,대지,충청북도 청주시 청원구 오창읍 양청리 820-2,431143240075,충청북도 청주시 청원구 오창읍 중심상업1로,4.3114253451082e+24,충청북도 청주시 청원구 오창읍 중심상업1로 20,28120.0,2.0
MA0101202311A0060226,노랑통닭충북,진천점,I2,음식,I210,기타 간이,I21006,치킨,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43750,진천군,43750250,진천읍,4375025024,진천읍,4375025024105230336,1,대지,충청북도 진천군 진천읍 읍내리 523,437503245018,충청북도 진천군 진천읍 중앙동로,4.37502502410523e+24,충청북도 진천군 진천읍 중앙동로 52-1,27834.0,1.0
MA0101202406A0299334,주성루손짜장,2호점,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,43,충청북도,43112,청주시 서원구,43112510,사직1동,4311210100,사직동,4311210100105580032,1,대지,충청북도 청주시 서원구 사직동 558-12,431123237095,충청북도 청주시 서원구 호국로,4.31131010010558e+24,충청북도 청주시 서원구 호국로 103,28556.0,1.0
MA0101202406A0507093,흥덕제과,복대점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400100149760,1,대지,충청북도 청주시 흥덕구 복대동 15-1,431133237030,충청북도 청주시 흥덕구 복대로,4.31131140010015e+24,충청북도 청주시 흥덕구 복대로 207,28585.0,1.0
MA0101202311A0005431,버디통닭,봉명점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43113,청주시 흥덕구,43113756,봉명2.송정동,4311311500,봉명동,4311311500128679936,1,대지,충청북도 청주시 흥덕구 봉명동 2868,431133237029,충청북도 청주시 흥덕구 백봉로,4.31131150012868e+24,충청북도 청주시 흥덕구 백봉로 175,28463.0,1.0
MA0101202406A0316989,인생집,산남점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43112,청주시 서원구,43112550,산남동,4311210400,산남동,4311210400105840128,1,대지,충청북도 청주시 서원구 산남동 584,431124511541,충청북도 청주시 서원구 산남로70번길,4.31131060010584e+24,충청북도 청주시 서원구 산남로70번길 18,28625.0,1.0
MA0101202311A0046708,밥풀릭스,증평점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43745,증평군,43745250,증평읍,4374525027,증평읍,4.374525027106e+18,1,대지,충청북도 증평군 증평읍 장동리 600,437454532143,충청북도 증평군 증평읍 장동길,4.374525027106e+24,충청북도 증평군 증평읍 장동길 24,27932.0,1.0
MA0101202311A0038854,티비랩트리비,충북지점,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,43,충청북도,43745,증평군,43745250,증평읍,4374525021,증평읍,4374525021103109632,1,대지,충청북도 증평군 증평읍 증평리 311,437454532027,충청북도 증평군 증평읍 대동1길,4.37452502110311e+24,충청북도 증평군 증평읍 대동1길 1,27936.0,1.0
MA0101202406A0373274,안주가충북,오창점,I2,음식,I211,주점,I21104,요리 주점,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345107520000,1,대지,충청북도 청주시 청원구 오창읍 양청리 752-3,431143240006,충청북도 청주시 청원구 오창읍 과학산업2로,4.37102534500752e+24,충청북도 청주시 청원구 오창읍 과학산업2로 379,28115.0,1.0
MA0101202406A0324554,어나더미청주,흥덕점,S2,수리·개인,S208,욕탕·신체관리,S20803,체형/비만 관리,S96129,체형 등 기타 신체 관리 서비스업,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311311700,강서동,4311311700100530176,1,대지,충청북도 청주시 흥덕구 강서동 53-11,431134511086,충청북도 청주시 흥덕구 가로수로1144번길,4.31131170010053e+24,충청북도 청주시 흥덕구 가로수로1144번길 67-2,28376.0,1.0
MA0101202311A0072889,태산네트웍스,운천점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,43,충청북도,43113,청주시 흥덕구,43113700,운천.신봉동,4311310400,운천동,4311310400105549824,1,대지,충청북도 청주시 흥덕구 운천동 555-17,431133237036,충청북도 청주시 흥덕구 사운로,4.31131040010555e+24,충청북도 청주시 흥덕구 사운로 286,28467.0,1.0
MA0101202406A0093929,달달한밤부엌,오창점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425346,오창읍,4311425346104269824,1,대지,충청북도 청주시 청원구 오창읍 구룡리 427-2,431143240012,충청북도 청주시 청원구 오창읍 구룡택지로,4.31142534610427e+24,충청북도 청주시 청원구 오창읍 구룡택지로 8-15,28121.0,1.0
MA0101202311A0100331,컴포즈커피,청주봉명점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43113,청주시 흥덕구,43113756,봉명2.송정동,4311311500,봉명동,4311311500127589888,1,대지,충청북도 청주시 흥덕구 봉명동 2759,431133237023,충청북도 청주시 흥덕구 덕암로,4.31131150012759e+24,충청북도 청주시 흥덕구 덕암로 28,28463.0,1.0
MA0101202311A0036454,횟집봉명,본점,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,43,충청북도,43113,청주시 흥덕구,43113751,봉명1동,4311311500,봉명동,4311311500102069760,1,대지,충청북도 청주시 흥덕구 봉명동 207-4,431133237031,충청북도 청주시 흥덕구 봉명로,4.31131150010207e+24,충청북도 청주시 흥덕구 봉명로 143,28572.0,1.0
MA0101202406A0441408,60계충북청주,옥산점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43113,청주시 흥덕구,43113320,옥산면,4311332025,옥산면,4311332025109770240,1,대지,충청북도 청주시 흥덕구 옥산면 가락리 977,431133240054,충청북도 청주시 흥덕구 옥산면 오송가락로,4.31133202510879e+24,충청북도 청주시 흥덕구 옥산면 오송가락로 1055,28113.0,1.0
MA0101202311A0053648,이니스프리충주점,롯데마트,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G46103,섬유; 의복; 신발 및 가죽제품 중개업,43,충청북도,43130,충주시,43130625,칠금.금릉동,4313011600,칠금동,4313011600108490240,1,대지,충청북도 충주시 칠금동 849,431304514580,충청북도 충주시 봉계1길,4.31301160010849e+24,충청북도 충주시 봉계1길 49,27360.0,2.0
MA0101202311A0043750,영태닝,청주금천점,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,43,충청북도,43111,청주시 상당구,43111680,금천동,4311112000,금천동,4311112000102960128,1,대지,충청북도 청주시 상당구 금천동 296,431114508297,충청북도 청주시 상당구 산성로98번길,4.31111200010296e+24,충청북도 청주시 상당구 산성로98번길 12,28744.0,4.0
